deficit,exact_cdf
0.4080267558528428,0.8451225732519991
0.41471571906354515,0.8635396343168769
0.4214046822742475,0.8805395307558308
0.4280936454849498,0.8961177970552965
0.43478260869565216,0.9102871237129556
0.4414715719063545,0.9230763383964458
0.44816053511705684,0.9345290254529657
0.45484949832775917,0.9447018350587113
0.4615384615384615,0.9536625448545951
0.46822742474916385,0.9614879455768203
0.47491638795986624,0.9682616274406527
0.4816053511705686,0.9740717455587855
0.4882943143812709,0.979008840390714
0.49498327759197325,0.9831637832911323
0.5016722408026756,0.986625908028021
0.5083612040133779,0.9894813632338698
0.5150501672240803,0.9918117035435411
0.5217391304347826,0.9936928676659478
0.5284280936454849,0.9951944656843766
0.5351170568561873,0.9963793088400154
0.5418060200668896,0.9973031823061221
0.5484949832775919,0.9980148482783007
0.5551839464882943,0.9985562536893948
0.5618729096989966,0.998962907577505
0.568561872909699,0.9992643877996692
0.5752508361204013,0.9994849352194846
0.5819397993311036,0.9996440952172286
0.588628762541806,0.9997573706672097
0.5953177257525083,0.9998368565752848
0.6020066889632107,0.9998918335343148
0.6086956521739131,0.9999293042780835
0.6153846153846154,0.9999544642767598
0.6220735785953178,0.9999711030773477
0.6287625418060201,0.9999819376930715
0.6354515050167224,0.9999888826978439
0.6421404682274248,0.9999932638355716
0.6488294314381271,0.9999959830570707
0.6555183946488294,0.9999976431549495
0.6622073578595318,0.9999986398042076
0.6688963210702341,0.9999992280496406
0.6755852842809364,0.9999995692976881
0.6822742474916388,0.9999997638179
0.6889632107023411,0.9999998727433672
0.6956521739130435,0.9999999326467033
0.7023411371237458,0.9999999649923386
0.7090301003344481,0.9999999821362172
0.7157190635451505,0.9999999910531634
0.7224080267558528,0.9999999956032648
0.7290969899665551,0.9999999978804968
0.7357859531772575,0.9999999989980218
0.7424749163879598,0.9999999995356137
0.7491638795986622,0.9999999997890531
0.7558528428093645,0.9999999999061111
0.7625418060200668,0.9999999999590667
0.7692307692307692,0.9999999999825244
0.7759197324414716,0.9999999999926961
0.782608695652174,0.9999999999970125
0.7892976588628763,0.9999999999988044
0.7959866220735786,0.999999999999532
0.802675585284281,0.9999999999998209
0.8093645484949833,0.999999999999933
0.8160535117056856,0.9999999999999755
0.822742474916388,0.9999999999999912
0.8294314381270903,0.999999999999997
0.8361204013377926,0.999999999999999
0.842809364548495,0.9999999999999997
0.8494983277591973,0.9999999999999999
0.8561872909698997,1.0
0.862876254180602,1.0
0.8695652173913043,1.0
0.8762541806020067,1.0
0.882943143812709,1.0
0.8896321070234113,1.0
0.8963210702341137,1.0
0.903010033444816,1.0
0.9096989966555183,1.0
0.9163879598662207,1.0
0.923076923076923,1.0
0.9297658862876254,1.0
0.9364548494983277,1.0
0.9431438127090301,1.0
0.9498327759197325,1.0
0.9565217391304348,1.0
0.9632107023411371,1.0
0.9698996655518395,1.0
0.9765886287625418,1.0
0.9832775919732442,1.0
0.9899665551839465,1.0
0.9966555183946488,1.0
1.0033444816053512,1.0
1.0100334448160535,1.0
1.0167224080267558,1.0
1.0234113712374582,1.0
1.0301003344481605,1.0
1.0367892976588629,1.0
1.0434782608695652,1.0
1.0501672240802675,1.0
1.0568561872909699,1.0
1.0635451505016722,1.0
1.0702341137123745,1.0
1.0769230769230769,1.0
1.0836120401337792,1.0
1.0903010033444815,1.0
1.0969899665551839,1.0
1.1036789297658862,1.0
1.1103678929765886,1.0
1.117056856187291,1.0
1.1237458193979932,1.0
1.1304347826086956,1.0
1.137123745819398,1.0
1.1438127090301002,1.0
1.1505016722408026,1.0
1.157190635451505,1.0
1.1638795986622072,1.0
1.1705685618729096,1.0
1.177257525083612,1.0
1.1839464882943143,1.0
1.1906354515050166,1.0
1.197324414715719,1.0
1.2040133779264215,1.0
1.2107023411371238,1.0
1.2173913043478262,1.0
1.2240802675585285,1.0
1.2307692307692308,1.0
1.2374581939799332,1.0
1.2441471571906355,1.0
1.2508361204013378,1.0
1.2575250836120402,1.0
1.2642140468227425,1.0
1.2709030100334449,1.0
1.2775919732441472,1.0
1.2842809364548495,1.0
1.2909698996655519,1.0
1.2976588628762542,1.0
1.3043478260869565,1.0
1.3110367892976589,1.0
1.3177257525083612,1.0
1.3244147157190636,1.0
1.3311036789297659,1.0
1.3377926421404682,1.0
1.3444816053511706,1.0
1.351170568561873,1.0
1.3578595317725752,1.0
1.3645484949832776,1.0
1.37123745819398,1.0
1.3779264214046822,1.0
1.3846153846153846,1.0
1.391304347826087,1.0
1.3979933110367893,1.0
1.4046822742474916,1.0
1.411371237458194,1.0
1.4180602006688963,1.0
1.4247491638795986,1.0
1.431438127090301,1.0
1.4381270903010033,1.0
1.4448160535117056,1.0
1.451505016722408,1.0
1.4581939799331103,1.0
1.4648829431438126,1.0
1.471571906354515,1.0
1.4782608695652173,1.0
1.4849498327759196,1.0
1.491638795986622,1.0
1.4983277591973243,1.0
1.5050167224080266,1.0
1.511705685618729,1.0
1.5183946488294313,1.0
1.5250836120401337,1.0
1.531772575250836,1.0
1.5384615384615383,1.0
1.5451505016722409,1.0
1.5518394648829432,1.0
1.5585284280936456,1.0
1.565217391304348,1.0
1.5719063545150502,1.0
1.5785953177257526,1.0
1.585284280936455,1.0
1.5919732441471572,1.0
1.5986622073578596,1.0
1.605351170568562,1.0
1.6120401337792643,1.0
1.6187290969899666,1.0
1.625418060200669,1.0
1.6321070234113713,1.0
1.6387959866220736,1.0
1.645484949832776,1.0
1.6521739130434783,1.0
1.6588628762541806,1.0
1.665551839464883,1.0
1.6722408026755853,1.0
1.6789297658862876,1.0
1.68561872909699,1.0
1.6923076923076923,1.0
1.6989966555183946,1.0
1.705685618729097,1.0
1.7123745819397993,1.0
1.7190635451505016,1.0
1.725752508361204,1.0
1.7324414715719063,1.0
1.7391304347826086,1.0
1.745819397993311,1.0
1.7525083612040133,1.0
1.7591973244147157,1.0
1.765886287625418,1.0
1.7725752508361203,1.0
1.7792642140468227,1.0
1.785953177257525,1.0
1.7926421404682273,1.0
1.7993311036789297,1.0
1.806020066889632,1.0
1.8127090301003344,1.0
1.8193979933110367,1.0
1.826086956521739,1.0
1.8327759197324414,1.0
1.8394648829431437,1.0
1.846153846153846,1.0
1.8528428093645484,1.0
1.8595317725752507,1.0
1.866220735785953,1.0
1.8729096989966554,1.0
1.8795986622073577,1.0
1.8862876254180603,1.0
1.8929765886287626,1.0
1.899665551839465,1.0
1.9063545150501673,1.0
1.9130434782608696,1.0
1.919732441471572,1.0
1.9264214046822743,1.0
1.9331103678929766,1.0
1.939799331103679,1.0
1.9464882943143813,1.0
1.9531772575250836,1.0
1.959866220735786,1.0
1.9665551839464883,1.0
1.9732441471571907,1.0
1.979933110367893,1.0
1.9866220735785953,1.0
1.9933110367892977,1.0
2.0,1.0
