age,F_true,F_lower_95,F_plugin,F_upper_95,minimum_cap_lower,minimum_cap_plugin,minimum_cap_upper
7.5,1.8221188003905089,1,1.2941176470588236,2.276774765197187,0,0,0.21677650024234429
7.75,1.8589280418463421,1.0084517949143978,1.4666666666666666,2.9066882614755012,0,0,0.47553041564007714
8,1.8964808793049515,1.0084517949143978,1.4666666666666666,2.9066882614755012,0,0,0.47553041564007714
8.25,1.9347923344020317,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
8.5,1.9738777322304477,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
8.75,2.0137527074704766,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
9,2.0544332106438876,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
9.25,2.0959355144943643,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
9.5,2.1382762204968184,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
9.75,2.1814722654982011,1.0493528059991315,1.5714285714285714,3.3733376013880028,0,0,0.57865244311843012
10,2.2255409284924679,1.1419867050456509,1.8333333333333335,4.968730401296412,0,0,0.74803025177186555
10.25,2.2704998375324061,1.1419867050456509,1.8333333333333335,4.968730401296412,0,0,0.74803025177186555
10.5,2.3163669767810915,1.1947199550409917,2,6.5075854061203566,0,0,0.81843223004971644
10.75,2.3631606937057947,1.1947199550409917,2,6.5075854061203566,0,0,0.81843223004971644
11,2.4108997064172097,1.1947199550409917,2,6.5075854061203566,0,0,0.81843223004971644
11.25,2.4596031111569499,1.2525590794169514,2.1999999999999997,9.4272921633474276,0,0.16666666666666652,0.88133792200188921
11.5,2.5092903899362979,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
11.75,2.5599814183292717,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
12,2.6116964734231178,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
12.25,2.6644562419294169,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
12.5,2.7182818284590451,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
12.75,2.7731947639642978,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
13,2.8292170143515598,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
13.25,2.8863709892679585,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
13.5,2.9446795510655241,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
13.75,3.0041660239464334,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
14,3.0648542032930024,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
14.25,3.1267683651861562,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
14.5,3.1899332761161845,1.4653873321038384,3.1428571428571432,1749.4769866068723,0,0.53333333333333344,0.99942807368489273
14.75,3.2543742028896707,1.553367335390647,3.666666666666667,1749.4769866068723,0,0.625,0.99942807368489273
15,3.3201169227365472,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
15.25,3.3871877336213347,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
15.5,3.4556134647626755,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
15.75,3.5254214873653824,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
16,3.5966397255692817,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
16.25,3.6692966676192444,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
16.5,3.7434213772608627,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
16.75,3.8190435053663361,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
17,3.8961933017952148,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
17.25,3.9749016274947486,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
17.5,4.0551999668446754,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
17.75,4.1371204402513921,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
18,4.2206958169965523,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
18.25,4.3059595283452063,1.6525865426752953,4.4000000000000021,1749.4769866068723,0,0.70588235294117663,0.99942807368489273
18.5,4.392945680918757,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
18.75,4.4816890703380645,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
19,4.5722251951421589,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
19.25,4.6645902709881257,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
19.5,4.7588212451378542,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
19.75,4.854955811237434,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
20,4.9530324243951149,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
20.25,5.0530903165638676,1.7653455687774613,5.4999999999999982,1749.4769866068723,0,0.77777777777777768,0.99942807368489273
20.5,5.1551695122346821,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
20.75,5.2593108444468992,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
21,5.3655559711219745,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
21.25,5.4739473917271999,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
21.5,5.5845284642760538,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
21.75,5.6973434226719908,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
22,5.8124373944025889,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
22.25,5.9298564185911458,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
22.5,6.0496474644129465,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
22.75,6.1718584498835538,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
23,6.2965382610266571,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
23.25,6.4237367714291347,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
23.5,6.5535048621911489,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
23.75,6.6858944422792703,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
24,6.8209584692907494,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
24.25,6.9587509706372721,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
24.5,7.0993270651566327,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
24.75,7.2427429851610121,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
25,7.3890560989306504,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
25.25,7.5383249336619222,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
25.5,7.690609198878998,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
25.75,7.845969810318449,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
26,8.0044689142963534,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
26.25,8.1661699125676517,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
26.5,8.3311374876876929,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
26.75,8.499437628886124,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
27,8.6711376584634561,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
27.25,8.8463062587208832,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
27.5,9.025013499434122,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
27.75,9.2073308658822519,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
28,9.3933312874427841,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
28.25,9.5830891667643794,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
28.5,9.7766804095289075,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
28.75,9.9741824548147235,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
29,10.175674306073333,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
29.25,10.381236562731843,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
29.5,10.59095145243378,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
29.75,10.804902863931257,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
30,11.023176380641601,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
30.25,11.245859314881844,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
30.5,11.473040742794833,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
30.75,11.704811539980854,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
31,11.941264417849103,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
31.25,12.182493960703473,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
31.5,12.428596663577544,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
31.75,12.679670970833877,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
32,12.935817315543076,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
32.25,13.197138159658358,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
32.5,13.463738035001692,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
32.75,13.735723585077926,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
33,14.013203607733615,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
33.25,14.296289098677603,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
33.5,14.585093295880792,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
33.75,14.879731724872837,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
34,15.180322244953899,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
34.25,15.486985096339938,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
34.5,15.799842948260402,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
34.75,16.119020948027551,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
35,16.444646771097055,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
35.25,16.776850672139872,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
35.5,17.115765537145876,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
35.75,17.46152693657999,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
36,17.814273179612197,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
36.25,18.17414536944306,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
36.5,18.541287459746869,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
36.75,18.915846312255038,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
37,19.297971755502758,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
37.25,19.6878166447624,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
37.5,20.085536923187668,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
37.75,20.491291684192941,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
38,20.905243235092758,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
38.25,21.327557162026903,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
38.5,21.758402396197081,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
38.75,22.197951281441636,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
39,22.646379643175397,1.8946189094124721,7.3333333333333339,1749.4769866068723,0,0.84210526315789469,0.99942807368489273
39.25,23.103866858722185,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
39.5,23.570595929068126,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
39.75,24.046753552064498,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
40,24.532530197109352,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
40.25,25.028120181337815,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
40.5,25.533721747351528,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
40.75,26.049537142518346,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
41,26.575772699873966,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
41.25,27.112638920657893,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
41.5,27.660350558516758,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
41.75,28.219126705408609,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
42,28.789190879242675,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
42.25,29.370771113289432,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
42.5,29.964100047397011,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
42.75,30.569415021050208,2.0443211728193211,10.999999999999996,1749.4769866068723,0.042440174510365081,0.89999999999999991,0.99942807368489273
43,31.186958168309459,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
43.25,31.81697651466769,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
43.5,32.459722075863795,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
43.75,33.115451958692312,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
44,33.784428463849558,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
44.25,34.466919190857389,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
44.5,35.163197145106615,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
44.75,35.873540847062763,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
45,36.598234443677988,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
45.25,37.337567822053657,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
45.5,38.09183672539902,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
45.75,38.861342871332468,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
46,39.646394072572605,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
46.25,40.447304360067399,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
46.5,41.264394108610801,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
46.75,42.097990164996908,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
47,42.948425978763034,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
47.25,43.816041735573982,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
47.5,44.701184493300836,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
47.75,45.604208320848748,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
48,46.5254744397892,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
48.25,47.465351368853518,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
48.5,48.424215071345174,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
48.75,49.402449105530167,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
49,50.400444778065484,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
49.25,51.418601300526916,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
49.5,52.457325949099051,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
49.75,53.517034227491159,2.2197103568254266,22.000000000000021,1749.4769866068723,0.1801332222817823,0.95238095238095244,0.99942807368489273
50,54.598150033144236,5.3096795281601716,22.000000000000021,1749.4769866068723,0.76796418539572797,0.95238095238095244,0.99942807368489273
